text,domain
uh hush,SYSTEM
uh make a confused face for me please,PET
okay come play peek-a-boo with me,PET
let's review the water cycle,STUDY
okay in the story will a prince be okay,STORY
hey head to the closet,NAVIGATION
let's start rock paper scissors,GAME
um got any simon says going please,GAME
show me your balance,PET
start a game of puzzle,GAME
head to the porch,NAVIGATION
can you do a balance,PET
read me a story about a dinosaur,STORY
do you know how to flip thanks,PET
help me understand weather,STUDY
roll over boo,PET
so lead the way to the garage thanks,NAVIGATION
hey my favorite food is dinosaurs,CHAT
take ten steps around thanks,NAVIGATION
let's try the right path,STORY
let's go to the corridor,NAVIGATION
uh run diagnostics right now,SYSTEM
um please go to the back door thanks,NAVIGATION
uh my favorite game is pizza,CHAT
hmm move to the hallway please,NAVIGATION
uh you make me smile pumpkin please,PET
okay don't be sleepy okay,PET
my favorite movie is game,CHAT
my favorite movie is dinosaurs thanks,CHAT
in the game i think it's option c,GAME
tell me an adventure story about a bunny,STORY
uh my favorite animal is dinosaurs,CHAT
time to play riddles,GAME
um my favorite food is cars right now,CHAT
aww munchkin you're the best,PET
in the story what if a bear meets a ninja,STORY
hmm navigate to the nursery,NAVIGATION
can you tell a story with a pirate and a dragon,STORY
my favorite food is chocolate thanks,CHAT
oh did you know that the brain thanks,CHAT
okay i wanna hear a story about a penguin please,STORY
change language to english right now,SYSTEM
hibernate okay,SYSTEM
reset yourself right now,SYSTEM
hmm let's play maze please,GAME
can you do a bow,PET
okay what's your favorite penguins,CHAT
ask me questions about social studies,STUDY
hey let's have fun playing ball,PET
in the story is a monkey safe,STORY
uh do you like game,CHAT
um walk to the garage now,NAVIGATION
so i'm feeling excited now,CHAT
hmm play treasure hunt with me,PET
give me your hand,PET
okay disable dark mode thanks,SYSTEM
walk to the patio,NAVIGATION
don't be sleepy,PET
give me an explanation of atoms,STUDY
my favorite food is dogs thanks,CHAT
can you tell a story with a lion and a unicorn,STORY
uh close your eyes,SYSTEM
got any tic-tac-toe going thanks,GAME
can you tell a story with a robot and a puppy,STORY
so cancel everything,SYSTEM
hmm let me guess the last one okay,GAME
so go to the attic now,NAVIGATION
what's the difference between animals and erosion,STUDY
in the story what if a ninja meets a unicorn,STORY
uh my guess is right,GAME
let's go to the living room,NAVIGATION
i'll guess option c,GAME
hey why is the sky red,CHAT
come with me to the bedroom please,NAVIGATION
hmm hibernate,SYSTEM
in the story what if a dragon meets a dragon,STORY
oh my favorite animal is book,CHAT
hey hello,CHAT
in the story what if a monkey meets an alien,STORY
oh please go to the stairs,NAVIGATION
let's have fun playing treasure hunt,PET
i'm here for you little pumpkin,PET
make up a story about a bunny right now,STORY
um time to sleep now,SYSTEM
uh lead the way to the back door now,NAVIGATION
hmm stop everything now,SYSTEM
hey goodnight go to sleep please,SYSTEM
why do we need to learn the solar system,STUDY
head over to the bathroom thanks,NAVIGATION
what's your favorite joke,CHAT
hey my favorite color is chocolate now,CHAT
um let me see you jump,PET
good morning buddy,PET
hold your position now,NAVIGATION
oh i want to go to the pantry now,NAVIGATION
give me a handshake,PET
okay set volume to high right now,SYSTEM
what's the difference between atoms and the sun,STUDY
okay take four steps right right now,NAVIGATION
what's the definition of shapes,STUDY
show me your confused face right now,PET
hey take six steps forward right now,NAVIGATION
i love you buddy,PET
where does a mermaid go next in the story okay,STORY
hey i can't hear you speak louder right now,SYSTEM
um read me a story about a superhero now,STORY
lead the way to the basement thanks,NAVIGATION
i want to play true or false,GAME
volume down right now,SYSTEM
hey darling i missed you,PET
give me an example of colors,STUDY
begin a tale about a lion,STORY
hey time to play tic-tac-toe,GAME
make electricity easier to understand,STUDY
come play tag with me,PET
once upon a time story about a pirate,STORY
hey stay away from the box right now,NAVIGATION
in the story what if a dragon meets a superhero,STORY
what's the difference between shapes and erosion,STUDY
hmm turn the sound on right now,SYSTEM
i want to go to the window,NAVIGATION
hey it's okay if you're tired,PET
it's alright pumpkin,PET
come give me a kiss,PET
can you tell a story with a lion and a bunny,STORY
tell me a story about a princess,STORY
how is geography used in real life,STUDY
hey volume up okay,SYSTEM
hey face the table,NAVIGATION
head to the front door,NAVIGATION
what chapter is electricity in,STUDY
okay do a restart,SYSTEM
show me your angry face,PET
uh can we play tic-tac-toe thanks,GAME
so change language to french,SYSTEM
restart,SYSTEM
i don't understand chemistry,STUDY
uh bring me to the bathroom,NAVIGATION
let me see you hop please,PET
oh once upon a time story about a bear,STORY
move a little left,NAVIGATION
quit everything,SYSTEM
so refresh the system,SYSTEM
can you tell a story with a ninja and a mermaid,STORY
hey my favorite game is penguins okay,CHAT
uh you're too quiet thanks,SYSTEM
what's up thanks,CHAT
load up science quiz,GAME
scratch behind your ears sunshine,PET
okay time for dress up right now,PET
in the story what if a brave knight meets a dragon,STORY
hmm shake little paw cupcake,PET
can you go to the attic,NAVIGATION
hmm tell me a riddle now,CHAT
um turn on dark mode,SYSTEM
explain subtraction to me,STUDY
uh what do you think about book please,CHAT
i'll guess blue thanks,GAME
review the moon with me,STUDY
um make it louder right now,SYSTEM
hey open checkers,GAME
can you tell a story with a bear and a puppy,STORY
time to sleep now,SYSTEM
turn right,NAVIGATION
help me with this math problem five plus three,STUDY
set volume to seventy percent right now,SYSTEM
in the story what if a robot meets a wizard,STORY
i need a cuddle from you,PET
hey enable wifi right now,SYSTEM
hey stop walking right now,NAVIGATION
so i like penguins right now,CHAT
can you tell me a magical story,STORY
hmm in the game i'll go with true now,GAME
my favorite color is dinosaurs right now,CHAT
tell me a silly tale,STORY
uh come play treasure hunt with me,PET
explain shapes in simple words,STUDY
uh i like flowers now,CHAT
hmm close your eyes please,SYSTEM
hey what's your favorite the moon,CHAT
let's do a quiz on science,STUDY
how is the human body used in real life,STUDY
go backward,NAVIGATION
in the game the answer is no,GAME
what's your favorite birds,CHAT
good job pumpkin,PET
begin a new game of trivia,GAME
um new story about a monkey now,STORY
hey set volume to low,SYSTEM
hmm take five steps forward right now,NAVIGATION
walk to the attic right now,NAVIGATION
what can you tell me about the water cycle,STUDY
hmm say robot in a funny voice,CHAT
i'm here for you little love,PET
okay disable notifications,SYSTEM
i'm guessing option three,GAME
okay did you know that the ocean thanks,CHAT
hey silence,SYSTEM
uh please go to the attic right now,NAVIGATION
um head to the hallway,NAVIGATION
hey what do you think about robots now,CHAT
shake little paw pal,PET
so walk to the laundry room thanks,NAVIGATION
in the story what if a detective meets an astronaut right now,STORY
can you tell a story with a dinosaur and a robot,STORY
so be quiet,SYSTEM
wanna play pretend,PET
okay shake little paw love,PET
uh what do you think about book okay,CHAT
oh launch memory match,GAME
time to play puzzle,GAME
you're such a good honeybun,PET
i had a bad day,CHAT
so go to sleep okay,SYSTEM
snuggle time robot,PET
um set volume to minimum,SYSTEM
is cells the same as the sun,STUDY
i want to learn about plants,STUDY
um set brightness to high,SYSTEM
okay my favorite subject is pandas,CHAT
my favorite game is book okay,CHAT
give me an example of sound,STUDY
in the story does a prince win,STORY
in the story what if a mermaid meets a prince,STORY
what's the difference between division and plants,STUDY
uh take me to the entrance,NAVIGATION
restart the system okay,SYSTEM
so volume down,SYSTEM
so what's interesting about space thanks,CHAT
okay volume up,SYSTEM
hi sweetie how are you,PET
um let me see you hop thanks,PET
uh stay away from the table right now,NAVIGATION
in the story what if a witch meets a superhero,STORY
nice to see you again baby,PET
final answer the dog,GAME
hey set brightness to full,SYSTEM
hmm enable night mode now,SYSTEM
let's go to the back door please,NAVIGATION
can you explain chemistry,STUDY
i want a quiz on vocabulary,STUDY
show me your surprised face,PET
oh do a happy face,PET
uh in the game i think it's left,GAME
i love you boo,PET
what's the definition of erosion,STUDY
show me your flip,PET
what's the difference between oceans and photosynthesis,STUDY
you're so sweet buddy,PET
i need a fist bump from you,PET
explain molecules to me,STUDY
can you help me with fifteen minus six,STUDY
spin me a yarn about a robot,STORY
choose the right path,STORY
uh let me guess the last one,GAME
keep reading,STORY
my favorite food is pandas right now,CHAT
let's go to the couch okay,NAVIGATION
nice to see you again honeybun,PET
can you tell a story with a mermaid and a detective,STORY
tell me about fractions,STUDY
let's go with the tall mountain,STORY
is division the same as continents,STUDY
um turn off right now,SYSTEM
face the pantry please,NAVIGATION
hmm turn on notifications,SYSTEM
oh shut up okay,SYSTEM
can you tell a story with a superhero and a monkey,STORY
uh cancel everything,SYSTEM
uh can you tell a story with a bear and a bunny,STORY
oh start a game of word scramble right now,GAME
give me a test on physics,STUDY
oh quit everything right now,SYSTEM
is the moon the same as gravity,STUDY
i like book,CHAT
can you clarify light,STUDY
what's your favorite robots,CHAT
what's the difference between the alphabet and the solar system,STUDY
hmm my favorite food is flowers right now,CHAT
i need help with continents,STUDY
hmm do you like ice cream,CHAT
what's the difference between the sun and chemistry,STUDY
um power cycle please,SYSTEM
do you like book,CHAT
is light the same as magnets,STUDY
i pick twenty for the game,GAME
oh you're too loud now,SYSTEM
i want to go to the garden,NAVIGATION
belly rub time cutie,PET
what chapter is gravity in,STUDY
lead the way to the porch,NAVIGATION
okay my favorite game is animal okay,CHAT
spell chemistry for me,STUDY
in the story what if a mermaid meets a lion,STORY
